,电影名称,电影链接,导演,主演,评价人数,语言,制片国家/地区,类型,首播,图片链接,IMDb,片长,豆瓣评分,5星评价人数比例,4星评价人数比例,3星评价人数比例,2星评价人数比例,1星评价人数比例,剧情简介,短评数量
20,少年的你,https://movie.douban.com/subject/30166972/,['曾国祥'],"['周冬雨', '易烊千玺', '尹昉', '周也', '吴越', '黄觉', '张艺凡', '张耀', '张歆怡', '赵润南', '郜玄铭']",1375780,汉语普通话,中国大陆 / 中国香港,"['剧情', '爱情', '犯罪']",2019-10-25(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2572166063.jpg,9586294,135分钟,8.2,34.20%,46.60%,16.00%,2.10%,1.20%,陈念（周冬雨 饰）是一名即将参加高考的高三学生，同校女生胡晓蝶（张艺凡 饰）的跳楼自杀让她的生活陷入了困顿之中。胡晓蝶死后，陈念遭到了以魏莱（周也 饰）为首的三人组的霸凌，魏莱虽然表面上看来是乖巧的优等生，实际上却心思毒辣，胡晓蝶的死和她有着千丝万缕的联系。,474592
21,新蝙蝠侠,https://movie.douban.com/subject/6424756/,['马特·里夫斯'],"['罗伯特·帕丁森', '佐伊·克罗维兹', '保罗·达诺', '科林·法瑞尔', '杰弗里·怀特', '安迪·瑟金斯', '约翰·特托罗', '彼得·萨斯加德', '巴里·基奥恩', '杰米·劳森', '吉尔·佩雷斯-亚伯拉罕', '彼得·麦克唐纳德', '康·奥尼尔', '亚历克斯·费恩斯', '鲁伯特·彭利-琼斯', '科莎·恩格勒', '杰宁·哈瑞妮', '卢克·罗伯茨', '斯特拉·斯托克尔', '桑德拉·迪金森', '杰克·班尼特', '约瑟夫·巴德拉玛', '詹姆斯·伊莱斯', '小利莫尔·马雷特', '斯图尔特·亚历山大', '马库斯·奥尼卢德', '埃琳娜·沙雷', '托德·博伊斯', '道格拉斯·罗素', '查尔斯·卡维尔', '马克斯·卡维尔', '马克·基林', '洛娜·布朗', '埃利奥特·沃伦', '小田部阿基', '布隆森·韦伯', '阿瑟·李', '派瑞 格拉斯普', '娜塔丽·阿明', '何塞?帕尔马', '玛吉·巴基尔', '露丝·霍洛克斯', '贝恩·科拉科', '丹尼尔·厄根', '雷切尔·汉德肖', '爵克·哈迪', '奥斯卡·诺瓦克']",260899,英语,美国,"['剧情', '动作', '悬疑', '犯罪']",2022-03-18(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868425292.jpg,1877830,176分钟,7.3,13.00%,45.00%,35.60%,5.50%,0.90%,布鲁斯·韦恩（罗伯特·帕丁森 饰）化身蝙蝠侠于哥谭市行侠仗义两年后，罪犯皆闻风丧胆，他也因此深入接触到哥谭市的阴暗面。他潜行于哥谭市腐败的政要名流关系网中，身边仅有的几个值得信赖的盟友——管家阿尔弗雷德·潘尼沃斯（安迪·瑟金斯 饰）与詹姆斯·戈登警长（杰弗里·怀特 饰）。这位独行的“义警侠探”在哥谭市民心中已成为“复仇”二字最当仁不让的代名词。,105578
22,天才计划,https://movie.douban.com/subject/27046758/,['弗朗西斯·安南'],"['丹尼尔·雷德克里夫', '丹尼尔·韦伯', '伊恩·哈特', '马克·伦纳德·温特', '内森·佩吉', '格莱特·皮罗', '伦尼·弗斯', '利亚姆·阿莫尔', '亚当·图奥米宁', 'PJ·奥滕', '拉蒂德佐·曼姆博', '吉纳维芙·莫伊', '珍妮特·克罗宁', '斯蒂芬·亨特', '蒂姆·詹金']",63286,英语,英国 / 澳大利亚,"['剧情', '悬疑', '犯罪']",2022-06-10(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2873885713.jpg,5797184,106分钟,7.1,8.20%,44.20%,43.60%,3.60%,0.40%,机械天才蒂姆·詹金（丹尼尔·雷德克里夫 饰）搭档好兄弟史蒂芬·李（丹尼尔·韦伯 饰）秘密组建越狱行动队，上演了一场令人窒息步步惊心的精巧越狱大秀。面对冷血狱警的无理压迫，看行动队如何摆脱404天牢狱之灾，如何冲破15道自由之门，手握天才之钥密室逃生。,19218
23,扬名立万,https://movie.douban.com/subject/35422807/,['刘循子墨'],"['尹正', '邓家佳', '喻恩泰', '杨皓宇', '陈明昊', '秦霄贤', '张本煜', '柯达', '邓恩熙', '余皑磊', '白客', '赵文瑄', '小爱', '周奇']",615379,汉语普通话,中国大陆,"['剧情', '喜剧', '悬疑']",2021-11-11(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2724443759.jpg,16043930,123分钟,7.4,13.50%,48.90%,31.40%,5.20%,1.00%,月黑风高之夜，一群电影人被秘密召集到一起，欲将轰动一时的血案翻拍成电影，借此扬名立万。殊不知他们正身处案发现场，并步步陷入一个巨大迷局之中，而凶手就在他们中间……,210902
24,寄生虫,https://movie.douban.com/subject/27010768/,['奉俊昊'],"['宋康昊', '李善均', '曹汝贞', '崔宇植', '朴素丹', '李姃垠', '张慧珍', '郑知晓', '朴明勋', '朴叙俊', '朴根禄', '郑贤俊', '朴孝新', '安德烈亚斯·弗龙克']",1258401,韩语 / 英语,韩国,['剧情'],2019-05-21(戛纳电影节),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,6751668,132分钟,8.8,48.80%,42.20%,8.20%,0.60%,0.30%,基宇（崔宇植 饰）出生在一个贫穷的家庭之中，和妹妹基婷（朴素丹 饰）以及父母在狭窄的地下室里过着相依为命的日子。一天，基宇的同学上门拜访，他告诉基宇，自己在一个有钱人家里给他们的女儿做家教，太太是一个头脑简单出手又阔绰的女人，因为自己要出国留学，所以将家教的职位暂时转交给基宇。,335893
25,飞屋环游记,https://movie.douban.com/subject/2129039/,"['彼特·道格特', '鲍勃·彼德森']","['爱德华·阿斯纳', '克里斯托弗·普卢默', '乔丹·长井', '鲍勃·彼德森', '德尔罗伊·林多', '杰罗姆·兰福特', '约翰·拉岑贝格', '大卫·卡耶', '艾丽·道克特', '杰里米·利里', '米凯·麦高万', '丹尼·曼恩', '唐纳德·富利洛夫', '杰斯·哈梅尔', '乔什·库雷', '彼特·道格特']",1218658,英语,美国,"['剧情', '喜剧', '动画', '冒险']",2009-08-04(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2363116942.jpg,1049413,96分钟,9.1,60.30%,33.00%,6.40%,0.30%,0.10%,小男孩卡尔（Carl Fredricksen）怀揣着对于冒险的热爱偶遇假小子艾丽（Ellie），而艾丽把整个屋子当成一艘大飞船游戏居然使他对这个女孩子有些着迷，相同的爱好最终使两个人成为了一生的爱侣。,201242
26,无间道,https://movie.douban.com/subject/1307914/,"['刘伟强', '麦兆辉']","['刘德华', '梁朝伟', '黄秋生', '曾志伟', '郑秀文', '陈慧琳', '陈冠希', '余文乐', '杜汶泽', '林家栋', '萧亚轩']",1223808,粤语,中国香港,"['剧情', '惊悚', '犯罪']",2003-09-05(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg,338564,101分钟,9.3,68.30%,27.50%,4.00%,0.20%,0.10%,1991年，香港黑帮三合会会员刘健明（刘德华）听从老大韩琛（曾志伟）的吩咐，加入警察部队成为黑帮卧底，韩琛许诺刘健明会帮其在七年后晋升为见习督察。1992年，警察训练学校优秀学员陈永仁（梁朝伟）被上级要求深入到三合会做卧底，终极目标是成为韩琛身边的红人。2002年，两人都不负重望，也都身背重压，刘健明渐想成为一个真正的好人，陈永仁则盼着尽快回归警察身份。,197911
27,忠犬八公的故事,https://movie.douban.com/subject/3011091/,['拉斯·霍尔斯道姆'],"['理查·基尔', '萨拉·罗默尔', '琼·艾伦', '罗比·萨布莱特', '艾瑞克·阿瓦利', '田川洋行', '杰森·亚历山大', '罗伯特·卡普荣']",1299548,英语 / 日语,美国 / 英国,['剧情'],2009-06-13(西雅图电影节),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2587099240.jpg,1028532,93分钟,9.4,74.40%,21.60%,3.70%,0.20%,0.10%,八公（Forest 饰）是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克（理查·基尔 Richard Gere 饰）在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特（琼·艾伦 Joan Allen 饰）。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪（萨拉·罗默尔 Sarah Roemer 饰）及女婿迈克尔（罗比·萨布莱特 Robbie Sublett 饰）怀着无比沉痛的心情埋葬了帕克，可是不明就里的...,287760
28,我和我的祖国,https://movie.douban.com/subject/32659890/,"['陈凯歌', '张一白', '管虎', '薛晓路', '徐峥', '宁浩', '文牧野']","['黄渤', '张译', '韩昊霖', '杜江', '葛优', '刘昊然', '宋佳', '王千源', '任素汐', '吴京', '朱一龙', '王东', '陈飞宇', '佟丽娅', '欧豪', '张嘉益', '惠英红', '龚蓓苾', '田壮壮', '韩东君', '辛柏青', '周冬雨', '任达华', '江珊', '王砚辉', '耿乐', '姜武', '梁静', '佟大为', '魏晨', '胡军', '王天辰', '彭昱畅', '罗海琼', '郭丞', '周依然', '樊雨洁', '刘涛', '马伊琍', '张建亚', '徐峥', '王洛勇', '高亚麟', '王道铁', '程禹森', '马书良', '景海鹏', '陈冬', '雷佳音', '张子枫', '陶虹', '郭京飞', '袁文康', '贾晨飞', '邵汶', '张芝华', '段博文', '郎平']",949164,汉语普通话,中国大陆,['剧情'],2019-09-30(中国大陆),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567998580.jpg,10147382,155分钟,7.6,20.90%,44.90%,29.10%,3.80%,1.10%,七位导演分别取材新中国成立70周年以来，祖国经历的无数个历史性经典瞬间。讲述普通人与国家之间息息相关密不可分的动人故事。聚焦大时代大事件下，小人物和国家之间，看似遥远实则密切的关联，唤醒全球华人共同回忆。,291982
29,奇迹·笨小孩,https://movie.douban.com/subject/35312437/,['文牧野'],"['易烊千玺', '田雨', '陈哈琳', '齐溪', '公磊', '许君聪', '王宁', '黄尧', '巩金国', '田壮壮', '王传君', '章宇', '张志坚', '咏梅', '杨新鸣', '徐峥', '岳小军', '朱俊麟', '王丽涵', '贾弘逍', '韩笑', '孙征宇', '黄艺馨', '修梦迪', '苏子航', '郑伊倩', '丁文博', '陈翊曈']",447374,汉语普通话,中国大陆,['剧情'],2022-02-01(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2842327103.jpg,15783462,106分钟,7.4,17.00%,43.40%,32.80%,4.90%,1.80%,二十岁的景浩（易烊千玺 饰）独自带着年幼的妹妹来到深圳生活，兄妹俩生活温馨却拮据。为了妹妹高昂的手术费，机缘巧合之下，景浩得到一个机会，本以为美好生活即将来临，却不料遭遇重创。在时间和金钱的双重压力下，毫无退路的景浩决定孤注一掷，而他陷入困境的平凡人生，又能否燃起希望的火花？,185840
30,触不可及,https://movie.douban.com/subject/6786002/,"['奥利维埃·纳卡什', '埃里克·托莱达诺']","['弗朗索瓦·克鲁塞', '奥玛·希', '安娜·勒尼', '奥德雷·弗勒罗', '约瑟芬娜·德·摩', '克洛蒂尔德·莫莱特', '阿尔芭·贝露琪', 'Cyril Mendy', '萨丽马特·卡马特', 'Absa Diatou Toure', 'Grégoire Oestermann', 'Dominique Daguier', 'Fran?ois Caron', 'Christian Ameri', '托马·索利韦尔']",984691,法语,法国,"['剧情', '喜剧']",2011-11-02(法国),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,1675434,112分钟,9.3,68.20%,27.40%,4.10%,0.30%,0.10%,因为一次跳伞事故，白人富翁菲利普Philippe（弗朗索瓦·克鲁塞 Fran?ois Cluzet 饰）瘫痪在床，欲招聘一名全职陪护。由于薪酬高，应聘者云集，个个舌灿莲花，却无法打动他的心。直到黑人德希斯Driss（奥玛·赛 Omar Sy 饰）的出现才让他作出决定。德希斯刚从监狱出来，背负家庭重担，一心只想寻张辞退信以申领救济金，而且他明显对女助理的兴趣要远大于这份工作。但是菲利普还是一眼相中了这个小伙子。于是，德希斯开始了一个月的试用期。虽然舒适的豪宅环境让他倍感虚荣，但是他仍面临很多挑战：不仅要为菲利普作身体复健，还得给他洗浴、灌肠、拆信、穿丝袜等。起初，两人的思维方式与价值观大相径庭，但是，随着了解的不断深入，他们成为了朋友……,219765
0,放牛班的春天,https://movie.douban.com/subject/1291549/,['克里斯托夫·巴拉蒂'],"['让-巴蒂斯特·莫尼耶', '热拉尔·朱尼奥', '弗朗索瓦·贝莱昂', '凯德·麦拉德', '让-保罗·博奈雷', '雅克·贝汉', '玛丽·布奈尔', '马克桑斯·贝汉', '格雷戈里·加迪诺尔', '托马斯·布伦门塔尔', '西里尔·伯尔尼科特', '西蒙·法戈特', '泰奥杜尔·卡雷-卡赛尼', '菲利普·杜·詹纳兰德', '埃里克·德斯玛莱茨', '狄迪尔·弗拉蒙', 'Carole Weiss']",1202731,法语,法国 / 瑞士 / 德国,"['剧情', '喜剧', '音乐']",2004-10-16(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg,372824,97分钟,9.3,70.60%,25.70%,3.50%,0.20%,0.10%,1949年的法国乡村，音乐家克莱门特（热拉尔·朱尼奥 饰）到了一间外号叫“塘低”的男子寄宿学校当助理教师。学校里的学生大部分都是难缠的问题儿童，体罚在这里司空见惯，学校的校长（弗朗索瓦·贝莱昂 饰）只顾自己的前途，残暴高压。,209159
1,猫鼠游戏,https://movie.douban.com/subject/1305487/,['史蒂文·斯皮尔伯格'],"['莱昂纳多·迪卡普里奥', '汤姆·汉克斯', '克里斯托弗·沃肯', '马丁·辛', '艾米·亚当斯', '詹妮弗·加纳', '伊丽莎白·班克斯', '纳塔莉·贝伊', '詹姆斯·布洛林', '艾伦·旁派', '南希·利内翰', '布莱恩·豪威 ', '弗兰克·约翰·休斯', '克里斯·埃里斯']",897084,英语 / 法语,美国 / 加拿大,"['剧情', '传记', '犯罪']",2003-04-11(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,264464,141 分钟,9.1,60.20%,34.30%,5.20%,0.20%,0.00%,弗兰克（莱昂纳多·迪卡普里奥 Leonardo DiCaprio饰）是FBI有史以来年龄最小的通缉犯。他的犯罪手段神通广大，伪装身份的能力超乎常人，全美各地几乎都留下他的犯罪足迹。乔装医生、律师、飞行员，统统都是他曾经的身份。当然，弗兰克凭着这个“本领”，骗取了高达几百万的金额。,164499
2,少年派的奇幻漂流,https://movie.douban.com/subject/1929463/,['李安'],"['苏拉·沙玛', '伊尔凡·可汗', '拉菲·斯波', '阿迪勒·侯赛因', '塔布', '阿尤什·坦东', '加塔姆·贝鲁尔', '阿彦·汗', '穆德·阿巴斯·卡勒里', '维比什·希瓦库玛', '热拉尔·德帕迪约', '詹姆斯·塞托', '俊·奈托', '安德里亚·迪·斯戴法诺', '沙拉万提·塞纳特', '王柏杰', '柯一正', '黄健玮']",1252927,英语 / 泰米尔语 / 法语 / 日语 / 印地语 / 汉语普通话,美国 / 中国台湾 / 英国 / 加拿大,"['剧情', '奇幻', '冒险']",2012-11-22(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,454876,127分钟,9.1,61.30%,31.60%,6.40%,0.40%,0.20%,故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波 Rafe Spall 饰）无意间得知派·帕帖尔（伊尔凡·可汗 Irrfan Khan 饰）的传奇故事。派的父亲（阿迪勒·侯赛因 Adil Hussain 饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛 Suraj Sharma 饰 ）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约 Gérard Depardieu 饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意...,292528
3,何以为家,https://movie.douban.com/subject/30170448/,['娜丁·拉巴基'],"['赞恩·阿尔·拉菲亚', '约丹诺斯·希费罗', '博鲁瓦蒂夫·特雷杰·班科尔', '卡萨尔·艾尔·哈达德', '法迪·尤瑟夫', '海塔·塞德拉·伊扎姆', '阿拉·乔什涅', '娜丁·拉巴基', '埃利亚斯·库利', '努尔·艾尔·侯赛尼']",951000,阿拉伯语 / 阿姆哈拉语,黎巴嫩 / 美国 / 法国 / 塞浦路斯 / 卡塔尔 / 英国,['剧情'],2019-04-29(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg,8267604,126分钟,9.1,59.90%,34.00%,5.50%,0.40%,0.20%,法庭上，十二岁的男孩赞恩向法官状告他的亲生父母，原因是，他们给了他生命。是什么样的经历让一个孩子做出如此不可思议的举动？故事中，赞恩的父母在无力抚养和教育的状况下依然不停生育，作为家中的长子赞恩，弱小的肩膀承担了无数生活的重压。当妹妹被强行卖给商贩为妻时，赞恩愤怒离家，之后遇到一对没有合法身份的母子，相互扶持勉强生活。然而生活并没有眷顾赞恩，重重磨难迫使他做出了令人震惊的举动……,245725
